sep=,
ID,Text,Translation,VoiceActor,Context
943424643860,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Very short range
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Wide attack cone
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Improved armor penetration
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Prevents Grazing hits due to opponents Taking Cover
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Inflicts <color EmStyle>Suppressed</color>",,,ModItemInventoryItemCompositeDef _12gauge_Breacher AdditionalHint
915310636425,12-gauge Buckshot,,,ModItemInventoryItemCompositeDef _12gauge_Buckshot DisplayName
251890089031,12-gauge Buckshot,,,ModItemInventoryItemCompositeDef _12gauge_Buckshot DisplayNamePlural
741335390585,12-gauge ammo for Shotguns.,,,ModItemInventoryItemCompositeDef _12gauge_Buckshot Description
274776590700,12-gauge Saltshot,,,ModItemInventoryItemCompositeDef _12gauge_Saltshot DisplayName
589959369700,12-gauge Saltshot,,,ModItemInventoryItemCompositeDef _12gauge_Saltshot DisplayNamePlural
556079576029,12-gauge ammo for Shotguns.,,,ModItemInventoryItemCompositeDef _12gauge_Saltshot Description
954435470101,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Low damage
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Shorter range
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Wide attack cone
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Inflicts <color EmStyle>Inaccurate</color> and <color EmStyle>Slowed</color>",,,ModItemInventoryItemCompositeDef _12gauge_Saltshot AdditionalHint
880950322273,.44 Match,,,ModItemInventoryItemCompositeDef _44CAL_Match DisplayName
539926541779,.44 Match,,,ModItemInventoryItemCompositeDef _44CAL_Match DisplayNamePlural
211272178702,.44 Ammo for Revolvers and Rifles.,,,ModItemInventoryItemCompositeDef _44CAL_Match Description
817408014097,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increased bonus from Aiming
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increased range
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increased Critical Chance scaling",,,ModItemInventoryItemCompositeDef _44CAL_Match AdditionalHint
306503306348,.44 Hollow Point,,,ModItemInventoryItemCompositeDef _44CAL_HP DisplayName
272011439681,.44 Hollow Point,,,ModItemInventoryItemCompositeDef _44CAL_HP DisplayNamePlural
488101908638,.44 Ammo for Revolvers and Rifles.,,,ModItemInventoryItemCompositeDef _44CAL_HP Description
631917069606,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> No armor penetration
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> High Critical Damage
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Inflicts <color EmStyle>Bleeding</color>",,,ModItemInventoryItemCompositeDef _44CAL_HP AdditionalHint
549850958268,.44 Shock,,,ModItemInventoryItemCompositeDef _44CAL_Shock DisplayName
803141678257,.44 Shock,,,ModItemInventoryItemCompositeDef _44CAL_Shock DisplayNamePlural
329886057907,.44 Ammo for Revolvers and Rifles.,,,ModItemInventoryItemCompositeDef _44CAL_Shock Description
211745536883,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Reduced range
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> No armor penetration
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Greater Critical Damage
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Inflicts <color EmStyle>Bleeding</color>",,,ModItemInventoryItemCompositeDef _44CAL_Shock AdditionalHint
163213942965,.44 Subsonic ,,,ModItemInventoryItemCompositeDef _44CAL_Subsonic DisplayName
494852842373,.44 Subsonic ,,,ModItemInventoryItemCompositeDef _44CAL_Subsonic DisplayNamePlural
153053493331,.44 Subsonic Ammo for Revolvers and Rifles.,,,ModItemInventoryItemCompositeDef _44CAL_Subsonic Description
635624034469,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Less noisy
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128
120> Less bullet speed, resulting in less Aim Accuracy, Range and no armor penetration
",,,ModItemInventoryItemCompositeDef _44CAL_Subsonic AdditionalHint
133626859401,.44 Armor Piercing,,,ModItemInventoryItemCompositeDef _44CAL_AP DisplayName
145793499029,.44 Armor Piercing,,,ModItemInventoryItemCompositeDef _44CAL_AP DisplayNamePlural
580267111838,.44 Ammo for Revolvers and Rifles.,,,ModItemInventoryItemCompositeDef _44CAL_AP Description
904635884529,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Improved armor penetration
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Decreased Critical Damage
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increased recoil",,,ModItemInventoryItemCompositeDef _44CAL_AP AdditionalHint
240220463831,.44 Standard,,,ModItemInventoryItemCompositeDef _44CAL_Basic DisplayName
551984671374,.44 Standard,,,ModItemInventoryItemCompositeDef _44CAL_Basic DisplayNamePlural
789775097287,.44 Ammo for Revolvers and Rifles.,,,ModItemInventoryItemCompositeDef _44CAL_Basic Description
986427413124,9 mm Shock,,,ModItemInventoryItemCompositeDef _9mm_Shock DisplayName
912073108780,9 mm Shock,,,ModItemInventoryItemCompositeDef _9mm_Shock DisplayNamePlural
450626162434,9 mm ammo for Handguns and SMGs.,,,ModItemInventoryItemCompositeDef _9mm_Shock Description
305112935079,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Reduced range
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> No armor penetration
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Greater Critical Damage
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Inflicts <color EmStyle>Bleeding</color>",,,ModItemInventoryItemCompositeDef _9mm_Shock AdditionalHint
950748336625,9 mm Armor Piercing,,,ModItemInventoryItemCompositeDef _9mm_AP DisplayName
642479905286,9 mm Armor Piercing,,,ModItemInventoryItemCompositeDef _9mm_AP DisplayNamePlural
552305790881,9 mm ammo for Handguns and SMGs.,,,ModItemInventoryItemCompositeDef _9mm_AP Description
675888786517,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Improved armor penetration
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Decreased Critical Damage
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increased recoil",,,ModItemInventoryItemCompositeDef _9mm_AP AdditionalHint
978437267960,9 mm Standard,,,ModItemInventoryItemCompositeDef _9mm_Basic DisplayName
518204169122,9 mm Standard,,,ModItemInventoryItemCompositeDef _9mm_Basic DisplayNamePlural
744632544722,9 mm ammo for Handguns and SMGs.,,,ModItemInventoryItemCompositeDef _9mm_Basic Description
787173840617,9 mm Hollow Point,,,ModItemInventoryItemCompositeDef _9mm_HP DisplayName
561334254858,9 mm Hollow Point,,,ModItemInventoryItemCompositeDef _9mm_HP DisplayNamePlural
193998098852,9 mm ammo for Handguns and SMGs.,,,ModItemInventoryItemCompositeDef _9mm_HP Description
806356247751,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> No armor penetration
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> High Critical Damage
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Inflicts <color EmStyle>Bleeding</color>",,,ModItemInventoryItemCompositeDef _9mm_HP AdditionalHint
537478850508,9 mm Match,,,ModItemInventoryItemCompositeDef _9mm_Match DisplayName
194038869135,9 mm Match,,,ModItemInventoryItemCompositeDef _9mm_Match DisplayNamePlural
590812072897,9 mm ammo for Handguns and SMGs.,,,ModItemInventoryItemCompositeDef _9mm_Match Description
311544344177,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increased bonus from Aiming
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increased range
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increased Critical Chance scaling",,,ModItemInventoryItemCompositeDef _9mm_Match AdditionalHint
453050779782,9 mm Tracer,,,ModItemInventoryItemCompositeDef _9mm_Tracer DisplayName
989375255266,9 mm Tracer,,,ModItemInventoryItemCompositeDef _9mm_Tracer DisplayNamePlural
561044538102,9 mm ammo for Handguns and SMGs.,,,ModItemInventoryItemCompositeDef _9mm_Tracer Description
410993880108,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Hit enemies are <color EmStyle>Marked</color> 
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Attacker and target have their positions <color EmStyle>Revealed</color>, making them easier to hit in the dark
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Easier to compensate recoil in multishot attacks",,,ModItemInventoryItemCompositeDef _9mm_Tracer AdditionalHint
262681206470,9 mm Subsonic,,,ModItemInventoryItemCompositeDef _9mm_Subsonic DisplayName
567791763976,9 mm Subsonic,,,ModItemInventoryItemCompositeDef _9mm_Subsonic DisplayNamePlural
173540095780,9 mm Subsonic ammo for Handguns and SMGs.,,,ModItemInventoryItemCompositeDef _9mm_Subsonic Description
433073250972,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Less noisy
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128
120> Less bullet speed, resulting in less Aim Accuracy, Range and no armor penetration
",,,ModItemInventoryItemCompositeDef _9mm_Subsonic AdditionalHint
986681927983,The Lion's Roar,,,ModItemInventoryItemCompositeDef LionRoar DisplayName
618224293127,The Lion's Roar,,,ModItemInventoryItemCompositeDef LionRoar DisplayNamePlural
649341674296,Imperialists cower before its voice!,,,ModItemInventoryItemCompositeDef LionRoar Description
901243090653,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> OUR weapon
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Burst fire has 4 shots
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Limited ammo capacity
",,,ModItemInventoryItemCompositeDef LionRoar AdditionalHint
675261533661,UZI,,,ModItemInventoryItemCompositeDef UZI DisplayName
656069887722,UZIs,,,ModItemInventoryItemCompositeDef UZI DisplayNamePlural
292309700158,"Designed as a personal defense weapon for rear echelon troops in the Israel Defense Forces. Intended to be used with a buttstock, but regularly wielded one-handed. Can deliver a lot of lead though accuracy may vary. ",,,ModItemInventoryItemCompositeDef UZI Description
862681616280,<description_hints>,,,ModItemInventoryItemCompositeDef UZI AdditionalHint
749253793503,Flare Gun,,,ModItemInventoryItemCompositeDef FlareHandgun DisplayName
453199394025,Flare Guns,,,ModItemInventoryItemCompositeDef FlareHandgun DisplayNamePlural
989205745744,Single-shot breech-loading pistol you can use to light up the sky. ,,,ModItemInventoryItemCompositeDef FlareHandgun Description
501434818283,"<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Illuminates a large area
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Long range
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Silent",,,ModItemInventoryItemCompositeDef FlareHandgun AdditionalHint
956884355875,MP40,,,ModItemInventoryItemCompositeDef MP40 DisplayName
475882958605,MP40s,,,ModItemInventoryItemCompositeDef MP40 DisplayNamePlural
653775604087,"Initially designed for vehicle crews and paratroopers, It really became widely used when the brutal urban combat of the Eastern front showed the value of a reliable submachine gun. ",,,ModItemInventoryItemCompositeDef MP40 Description
749284137120,<description_hints>,,,ModItemInventoryItemCompositeDef MP40 AdditionalHint
531059482490,MP5,,,ModItemInventoryItemCompositeDef MP5 DisplayName
932305306111,MP5s,,,ModItemInventoryItemCompositeDef MP5 DisplayNamePlural
265724638483,"The submachine gun used by most police tactical teams and counter terrorist units. It has seen a lot of action since it was introduced in the sixties, but the 9mm cartridge and the widespread availability of body armor gradually decreased the interest in the MP5. ",,,ModItemInventoryItemCompositeDef MP5 Description
150064858793,<description_hints>,,,ModItemInventoryItemCompositeDef MP5 AdditionalHint
133013619836,MP5K,,,ModItemInventoryItemCompositeDef MP5K DisplayName
858432588275,MP5Ks,,,ModItemInventoryItemCompositeDef MP5K DisplayNamePlural
354513524341,Brutally short MP5 designed for close quarters engagements and personal defense. There is even a suitcase with a trigger on the handle for covert escort jobs.,,,ModItemInventoryItemCompositeDef MP5K Description
793746590177,<description_hints>,,,ModItemInventoryItemCompositeDef MP5K AdditionalHint
757359398430,Hi-Power,,,ModItemInventoryItemCompositeDef HiPower DisplayName
702257960711,Hi-Powers,,,ModItemInventoryItemCompositeDef HiPower DisplayNamePlural
328560663847,Used by both the Nazis and Allies during WWII. The hammer has a tendency to bite. ,,,ModItemInventoryItemCompositeDef HiPower Description
345858616651,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Swapping to this weapon is free, as long it is not dual-wielded",,,ModItemInventoryItemCompositeDef HiPower AdditionalHint
830527158934,Beretta 92F,,,ModItemInventoryItemCompositeDef Bereta92 DisplayName
994487335427,Beretta 92Fs,,,ModItemInventoryItemCompositeDef Bereta92 DisplayNamePlural
902228765263,The weapon that replaced the iconic 1911. Tough act to follow but the slick Italian manages to impress. ,,,ModItemInventoryItemCompositeDef Bereta92 Description
612920982302,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Swapping to this weapon is free, as long it is not dual-wielded",,,ModItemInventoryItemCompositeDef Bereta92 AdditionalHint
353023377601,Glock 18,,,ModItemInventoryItemCompositeDef Glock18 DisplayName
170297988470,Glock 18s,,,ModItemInventoryItemCompositeDef Glock18 DisplayNamePlural
510970424597,Glock 17 with a fun switch and built in compensator. 9x19mm spray in the palm of your hand. ,,,ModItemInventoryItemCompositeDef Glock18 Description
850719596587,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Swapping to this weapon is free, as long it is not dual-wielded
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Automatic firing modes",,,ModItemInventoryItemCompositeDef Glock18 AdditionalHint
280093901776,Double-Barrel,,,ModItemInventoryItemCompositeDef DoubleBarrelShotgun DisplayName
981757390798,Double-Barrels,,,ModItemInventoryItemCompositeDef DoubleBarrelShotgun DisplayNamePlural
499880748140,A simple hunting weapon. Fancier combat shotguns can shoot semi and fully automatic but only the double-barrel can shoot two shells at once. ,,,ModItemInventoryItemCompositeDef DoubleBarrelShotgun Description
150578847961,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Special firing mode: Double Barrel",,,ModItemInventoryItemCompositeDef DoubleBarrelShotgun AdditionalHint
679583281589,M1014,,,ModItemInventoryItemCompositeDef M41Shotgun DisplayName
138300338240,M1014s,,,ModItemInventoryItemCompositeDef M41Shotgun DisplayNamePlural
628937079555,"12-gauge semi-auto slick Italian. Boasting little need for maintenance and high level of reliability, it is loved by law enforcement and military alike.",,,ModItemInventoryItemCompositeDef M41Shotgun Description
374576456352,<description_hints>,,,ModItemInventoryItemCompositeDef M41Shotgun AdditionalHint
290360269467,Auto-5,,,ModItemInventoryItemCompositeDef Auto5 DisplayName
659232890996,Auto-5s,,,ModItemInventoryItemCompositeDef Auto5 DisplayNamePlural
533067727452,First mass produced semi-automatic shotgun in the world. Turned out it was one hell of a good gun for jungle close-quarter firefights. ,,,ModItemInventoryItemCompositeDef Auto5 Description
413545464036,<description_hints>,,,ModItemInventoryItemCompositeDef Auto5 AdditionalHint
564072948598,Ma Baxter's Argument Invalidator,,,ModItemInventoryItemCompositeDef Auto5_quest DisplayName
235774181933,Ma Baxter's Argument Invalidators,,,ModItemInventoryItemCompositeDef Auto5_quest DisplayNamePlural
333016804110,The legendary owner of the bar in Port Cacao used this custom Auto-5 shotgun to end bar fights in the most final way possible.,,,ModItemInventoryItemCompositeDef Auto5_quest Description
732527392585,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Rapid Invalidation",,,ModItemInventoryItemCompositeDef Auto5_quest AdditionalHint
966111040192,AA12,,,ModItemInventoryItemCompositeDef AA12 DisplayName
575804327511,AA12s,,,ModItemInventoryItemCompositeDef AA12 DisplayNamePlural
838511597425,"Firing from an open bolt, the AA12 has more similarity with some machine guns than with other shotguns. Boasting reduced recoil for a 12-gauge round, it is made for sustained fire.",,,ModItemInventoryItemCompositeDef AA12 Description
141818519778,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Special firing mode: Buckshot Burst",,,ModItemInventoryItemCompositeDef AA12 AdditionalHint
367644255554,Custom Six-Shooter,,,ModItemInventoryItemCompositeDef TexRevolver DisplayName
702389656420,Custom Six-Shooters,,,ModItemInventoryItemCompositeDef TexRevolver DisplayNamePlural
372618644216,A custom-built revolver with a 10-inch barrel and ivory handle featuring TEX engraved in a 14K gold.,,,ModItemInventoryItemCompositeDef TexRevolver Description
596143246468,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Tex has reduced penalty when using Dual Shot with his revolvers
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Single action",,,ModItemInventoryItemCompositeDef TexRevolver AdditionalHint
678627018253,Desert Eagle,,,ModItemInventoryItemCompositeDef DesertEagle DisplayName
174878234604,Desert Eagles,,,ModItemInventoryItemCompositeDef DesertEagle DisplayNamePlural
952249117115,Everybody knows the Desert Eagle as a .50 caliber hand cannon but the .44 barrel can make it much more practical and affordable to shoot. ,,,ModItemInventoryItemCompositeDef DesertEagle Description
467653092333,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Swapping to this weapon is free, as long it is not dual-wielded",,,ModItemInventoryItemCompositeDef DesertEagle AdditionalHint
594866700386,Anaconda,,,ModItemInventoryItemCompositeDef ColtAnaconda DisplayName
424940015770,Anacondas,,,ModItemInventoryItemCompositeDef ColtAnaconda DisplayNamePlural
951911138385,Double-action revolver with a swing out cylinder. High reliability and stopping power shot after shot. ,,,ModItemInventoryItemCompositeDef ColtAnaconda Description
879153829726,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Double action
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Swapping to this weapon is free, as long it is not dual-wielded",,,ModItemInventoryItemCompositeDef ColtAnaconda AdditionalHint
843417343545,Peacemaker,,,ModItemInventoryItemCompositeDef ColtPeacemaker DisplayName
912936866898,Peacemakers,,,ModItemInventoryItemCompositeDef ColtPeacemaker DisplayNamePlural
480991138124,Single action revolver designed for the US army. Don't forget to carry it with one empty under the hammer unless you want a hole in your foot.,,,ModItemInventoryItemCompositeDef ColtPeacemaker Description
626602087367,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Single action
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Swapping to this weapon is free, as long it is not dual-wielded",,,ModItemInventoryItemCompositeDef ColtPeacemaker AdditionalHint
256059833693,Winchester 1894,,,ModItemInventoryItemCompositeDef Winchester1894 DisplayName
343389302702,Winchester 1894s,,,ModItemInventoryItemCompositeDef Winchester1894 DisplayNamePlural
462262512623,"One of the guns that ""won the West"". The magazine tube holds more ammo than your standard bolt action rifle. How this one got in this part of the world is anyone's guess.",,,ModItemInventoryItemCompositeDef Winchester1894 Description
709693708737,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Lever action
",,,ModItemInventoryItemCompositeDef Winchester1894 AdditionalHint
712515447503,Confidante,,,ModItemInventoryItemCompositeDef Winchester_Quest DisplayName
530585719100,Confidante,,,ModItemInventoryItemCompositeDef Winchester_Quest DisplayNamePlural
573327218117,Reward for keeping a secret that is used for secret keeping.,,,ModItemInventoryItemCompositeDef Winchester_Quest Description
271837025192,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Backstabby and Silent
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Lever action
",,,ModItemInventoryItemCompositeDef Winchester_Quest AdditionalHint
464644421151,AK-SU,,,ModItemInventoryItemCompositeDef AKSU DisplayName
365680292811,AK-SUs,,,ModItemInventoryItemCompositeDef AKSU DisplayNamePlural
745934809760,"Short versions of the AK-74 intended for Spec Ops and vehicle crew personal defense. It needed a custom gas block and muzzle booster to work properly. Americans call it Krinkov but Russians have a more intimate nickname - Ksyukha or sometimes Suchka. And yes, there is a thigh holster for it. ",,,ModItemInventoryItemCompositeDef AKSU Description
326130558343,<description_hints>,,,ModItemInventoryItemCompositeDef AKSU AdditionalHint
118003366085,AK-74,,,ModItemInventoryItemCompositeDef AK74 DisplayName
174089366511,AK-74s,,,ModItemInventoryItemCompositeDef AK74 DisplayNamePlural
135028096771,The Soviets revisited their emblematic design around 1974 and this beauty was born. It has sprouted many variations but keeps the long stroke gas piston system of the original design.,,,ModItemInventoryItemCompositeDef AK74 Description
470765972773,<description_hints>,,,ModItemInventoryItemCompositeDef AK74 AdditionalHint
389543404174,RPK-74,,,ModItemInventoryItemCompositeDef RPK74 DisplayName
231030056246,RPK-74s,,,ModItemInventoryItemCompositeDef RPK74 DisplayNamePlural
358707545013,"Built upon the AK platform with a thicker barrel and other small changes to allow for better sustained fire capability. This general purpose machine gun is meant to be a squad force multiplier with easy operation, integration, and ammo compatibility with other AK weapons.",,,ModItemInventoryItemCompositeDef RPK74 Description
553717282985,<description_hints>,,,ModItemInventoryItemCompositeDef RPK74 AdditionalHint
938544942262,AK-47,,,ModItemInventoryItemCompositeDef AK47 DisplayName
502972714813,AK-47s,,,ModItemInventoryItemCompositeDef AK47 DisplayNamePlural
826047568801,"You should not be surprised to find an AK-47 anywhere there is conflict around the world. Simple to use, reliable and dirt cheap. Over 75 million are in circulation worldwide.",,,ModItemInventoryItemCompositeDef AK47 Description
720411688179,<description_hints>,,,ModItemInventoryItemCompositeDef AK47 AdditionalHint
314782459071,Commando,,,ModItemInventoryItemCompositeDef M4Commando DisplayName
839790871682,Commandos,,,ModItemInventoryItemCompositeDef M4Commando DisplayNamePlural
967536201582,How would you make a short barrel M16 work? Answer - lower muzzle velocity and huge muzzle flash.,,,ModItemInventoryItemCompositeDef M4Commando Description
502423132983,<description_hints>,,,ModItemInventoryItemCompositeDef M4Commando AdditionalHint
288968482053,G36,,,ModItemInventoryItemCompositeDef G36 DisplayName
545295775779,G36s,,,ModItemInventoryItemCompositeDef G36 DisplayNamePlural
983108943373,Futuristic assault rifle with an integrated dual combat sighting system. The 5.56 NATO cartridge combined with the short-stroke gas piston system make this a joy to shoot.,,,ModItemInventoryItemCompositeDef G36 Description
507516354956,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Special 2-shot burst mode with improved critical chance and reduced recoil",,,ModItemInventoryItemCompositeDef G36 AdditionalHint
685948268126,AR-15,,,ModItemInventoryItemCompositeDef AR15 DisplayName
447353788089,AR-15s,,,ModItemInventoryItemCompositeDef AR15 DisplayNamePlural
638006397413,Created to ensure the highest constitutional rights of self-defense and the possibility to bear a weapon that's easy as hell to convert to a fully-automatic one because a law-abiding citizen always needs one.,,,ModItemInventoryItemCompositeDef AR15 Description
145852997392,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Only semi-auto with standard stocks",,,ModItemInventoryItemCompositeDef AR15 AdditionalHint
775289616428,AUG,,,ModItemInventoryItemCompositeDef AUG DisplayName
694892101365,AUGs,,,ModItemInventoryItemCompositeDef AUG DisplayNamePlural
835853049240,A bullpup with heavy use of polymer and one of the first to feature integrated optics. Embodying the concept of switching from heavy main battle rifles to assault rifles with the lighter 5.56 NATO cartridge.,,,ModItemInventoryItemCompositeDef AUG Description
780533559812,<description_hints>,,,ModItemInventoryItemCompositeDef AUG AdditionalHint
999707929261,FAMAS,,,ModItemInventoryItemCompositeDef FAMAS DisplayName
378553886065,FAMAS's,,,ModItemInventoryItemCompositeDef FAMAS DisplayNamePlural
358558386519,Bullpup design with utility and ergonomics in mind. The magazines were designed to be single-use and disposable. But no design survives contact with reality - soldiers started reusing them and running into all sorts of problems. A durable mag was later introduced. ,,,ModItemInventoryItemCompositeDef FAMAS Description
423566125417,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increased Reload cost",,,ModItemInventoryItemCompositeDef FAMAS AdditionalHint
780181648209,M16A2,,,ModItemInventoryItemCompositeDef M16A2 DisplayName
589956228778,M16A2s,,,ModItemInventoryItemCompositeDef M16A2 DisplayNamePlural
169185683982,"The most iconic firearm of the western world, the M16 introduced the 5.56 NATO cartridge which was made for its 20 inch barrel. It's higher bullet velocity improves accuracy at long range and auto-fire handling, though it has less stopping power than its main rival - the AK-47. Don't ask about the forward assist...",,,ModItemInventoryItemCompositeDef M16A2 Description
550693603298,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> No Auto firing mode",,,ModItemInventoryItemCompositeDef M16A2 AdditionalHint
881677033179,Minimi,,,ModItemInventoryItemCompositeDef FNMinimi DisplayName
516358751595,Minimis,,,ModItemInventoryItemCompositeDef FNMinimi DisplayNamePlural
851064745482,The 5.56 NATO Minimi is meant to provide squad-level fire support. It does so well that it was adopted by the US military and most people know it as the M249 squad automatic weapon. There is also a Minimi variant firing 7.62 NATO rounds.,,,ModItemInventoryItemCompositeDef FNMinimi Description
616169182043,<description_hints>,,,ModItemInventoryItemCompositeDef FNMinimi AdditionalHint
475982501214,The Hired Gun,,,ModItemInventoryItemCompositeDef Galil_FlagHill DisplayName
815023992971,The Hired Guns,,,ModItemInventoryItemCompositeDef Galil_FlagHill DisplayNamePlural
544067750367,Mercenary contract termination tool.,,,ModItemInventoryItemCompositeDef Galil_FlagHill Description
811371938636,<description_hints>,,,ModItemInventoryItemCompositeDef Galil_FlagHill AdditionalHint
754899528925,Galil,,,ModItemInventoryItemCompositeDef Galil DisplayName
824720047302,Galils,,,ModItemInventoryItemCompositeDef Galil DisplayNamePlural
354035649989,Designed with a bottle opener so the soldiers don't damage the mags while using the gun to open bottles. Tries to emulate the AK-47 for some reason. ,,,ModItemInventoryItemCompositeDef Galil Description
233977894097,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> In-built bottle opener",,,ModItemInventoryItemCompositeDef Galil AdditionalHint
324182055121,M-1A,,,ModItemInventoryItemCompositeDef M14SAW DisplayName
966925374873,M-1As,,,ModItemInventoryItemCompositeDef M14SAW DisplayNamePlural
228666868540,"Take a semi-auto Garand rifle, then don't make it heavier or capable of firing full auto. Simply put, it's a better weapon.",,,ModItemInventoryItemCompositeDef M14SAW Description
517364861436,"<description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Civilian issued, most commonly found variant. Only fires in semi-auto",,,ModItemInventoryItemCompositeDef M14SAW AdditionalHint
